ID 7.3.5.2 2.56.1.2 3.1.8.1 3.1.8.3 1.27.1.1 1.27.1.2 3.42.1.1 1.45.1.2 1.4.1.1 2.9.1.2 1.4.1.2 2.9.1.3 1.4.1.3 2.44.1.2 2.9.1.4 3.42.1.5 3.2.1.2 3.42.1.8 3.2.1.3 3.2.1.4 3.2.1.5 3.2.1.6 2.28.1.1 3.3.1.2 3.2.1.7 2.28.1.3 3.3.1.5 7.3.10.1 3.32.1.11 3.32.1.13 7.3.6.1 7.3.6.2 7.3.6.4 2.38.4.1 2.1.1.1 2.1.1.2 3.32.1.1 2.38.4.3 2.1.1.3 2.1.1.4 2.38.4.5 2.1.1.5 7.39.1.2 2.52.1.2 7.39.1.3 1.36.1.2 3.32.1.8 1.36.1.5 7.41.5.1 7.41.5.2 1.41.1.2 2.5.1.1 2.5.1.3 1.41.1.5
d2dhqa_ 2 2 2 2 2 2 2 2 2 4 2 2 4 4 2 4 4 2 2 2 4 2 4 2 2 2 4 4 2 2 2 2 2 2 2 2 4 2 4 2 2 2 2 2 2 2 2 4 4 2 2 2 2 4
d1a9xa2 2 4 2 2 2 2 2 2 4 2 2 4 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 4 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2 4 2 4
d1b93a_ 4 2 2 2 2 2 4 2 4 4 2 2 2 4 2 4 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 4 2 2 2 2 4 2 4 2 2 4 2 2 2 4 2 2 4 4 2
d1fnc_2 2 2 4 4 4 2 2 4 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 4
d1fdr_2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 4 2 2 2 4 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 4 2 4 2 2 2 4 4 2 4 4 2 4
d1a8p_2 2 2 2 2 2 4 2 2 4 2 2 4 4 4 4 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 4
d1qfja2 4 4 2 2 2 2 2 2 2 4 4 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 4
d2cnd_2 2 2 2 2 2 4 2 2 2 4 2 2 2 4 2 4 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 4 4 4 2 2 2 4 2 2 2 2 4 2 2 4 4 4 2 4 2 2
d2pia_2 4 2 2 2 4 4 2 2 4 4 2 2 2 4 2 4 4 2 2 2 4 2 2 4 2 2 4 4 2 2 2 4 2 2 2 2 2 4 2 2 4 2 2 2 2 2 2 4 2 2 2 2 4 4
d1amoa3 4 2 2 4 2 2 2 2 2 4 2 4 4 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2
d1cqxa3 4 4 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 4 2 2 2 2 4 2 4 2 2 2 2 2 4 2 2 2 2 4 2
d2ts1__ 2 4 4 4 2 4 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 4 2 4 2 2 2 2 2 2 2 4 2 2 2 4 4 2 4 4 2 4 2 4 2 4
d1d2ra_ 4 4 2 4 2 2 2 2 2 2 2 2 4 4 4 2 2 4 4 2 2 2 4 4 2 2 2 4 2 2 2 2 2 4 2 2 2 2 2 4 4 2 4 2 4 2 2 2 2 4 2 4 4 4
d1gtra2 4 4 2 4 2 4 2 2 2 4 2 2 2 4 2 2 4 2 2 2 2 2 4 4 2 2 4 4 2 2 2 2 2 2 2 2 2 4 2 4 2 2 2 2 4 4 2 4 4 4 2 4 2 4
d1gln_2 2 4 2 4 2 4 2 2 4 4 2 2 4 4 2 2 2 2 2 2 2 2 2 4 4 2 4 4 2 4 2 4 4 2 2 2 2 4 2 4 2 2 2 2 4 4 4 2 2 2 2 2 2 2
d1a8h_2 4 4 2 4 2 4 4 2 4 2 2 4 2 4 2 4 2 4 2 4 2 2 4 2 4 2 4 4 2 2 2 4 4 2 2 4 2 2 2 2 2 2 2 2 4 2 4 2 4 2 2 2 4 2
d1qqta2 2 2 4 2 4 4 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 4 4 4 2 2 4 4 2 2 4 4 2 2 2 4 2 4 2 4 2 2 2 4 2 2 4 4 2 2 2 2 2 4
d1qu2a3 4 2 4 4 2 4 4 4 4 2 2 2 2 4 4 2 2 2 2 2 4 2 4 4 2 2 4 2 2 2 2 4 2 2 2 2 2 4 2 2 4 2 2 2 2 2 2 4 4 4 2 2 2 4
d1bs2a2 2 4 2 4 2 2 2 2 4 2 2 4 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 4 4 2 2 2 2 2 4 2 2 4 2 2 4 2 4
d1coza_ 2 4 4 4 2 2 4 2 4 4 2 2 4 4 4 2 2 2 2 2 2 2 2 4 2 2 2 4 2 4 2 2 2 2 2 2 2 4 2 2 2 2 4 2 4 4 2 4 4 4 2 4 2 2
d1b6ta_ 4 4 4 2 2 4 4 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 4 2 4 2 4 4 2 2 2 2 4 2 2 2 4 2 2 4 2 4 2 2 2 2 2 4 2 2 2 2 4 4
d1gpma1 2 2 2 2 4 2 2 2 2 4 2 2 4 4 2 4 4 2 2 2 2 2 4 2 2 2 2 4 2 2 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 4 2 4 2 2
d2nsya_ 2 4 2 2 2 2 2 2 2 4 2 2 2 4 2 4 4 2 2 2 2 2 2 2 2 2 2 4 2 2 4 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 4 4 2 2 2 4 4
d1ct9a1 2 2 2 2 2 2 2 4 4 2 2 2 2 4 2 2 2 2 2 2 2 4 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 2 2 4 4
d1sur__ 2 2 2 2 2 2 4 2 4 4 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 4 2 4 4 2 2 2 4 2 2
d1dlja3 4 2 2 2 2 2 2 2 2 4 4 4 2 4 2 4 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 2 2 4 4 2 2 4 2 4 2 4 4 2 4 4 2 2 4 2 2
d1brwa2 2 4 4 2 4 2 4 2 4 2 2 2 4 4 2 4 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 4 4 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 4 2 4
d1dnpa2 2 4 2 4 2 2 4 2 4 2 4 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 4 4 2 2 4 4 4 2 2 2 2 2 2 2 2 2 2 4 4 2 2 4 2 2 2 4 4 2
d1qnf_2 2 2 4 4 4 2 4 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 4 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 4 4 2 2 4 4
d2uaga1 2 2 2 2 2 4 2 2 2 2 2 2 2 4 4 2 2 4 2 4 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 2 2 2 4 4 4 2 2 4 4 2 2 2 2 4
d1efva1 2 2 2 2 4 4 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 4 4 4 2 4 4 2 2 2 4 4 4 2 2 2 2 2 4 2 4 4 2
d1efvb1 4 2 4 4 2 4 2 2 4 2 2 2 2 4 4 2 2 2 2 2 2 2 4 4 2 2 4 2 4 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2
d1mjha_ 4 4 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 4 4 2 2 4 2 2 4 4 2 2 4 4 2 2 2 2 4
d1ek1a1 2 4 2 4 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 4 2 2 2 2 2 4 2 2 2 4 2 2 4 2 2 2 2 2 2
d1dv1a2 4 2 4 2 2 2 2 2 2 4 2 2 4 4 4 2 4 2 2 4 2 4 4 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 4 4 2 2 2 2 2
d1gsoa2 2 4 2 2 2 4 2 2 4 4 2 2 2 4 4 2 2 2 2 2 2 4 2 2 4 2 4 4 2 4 2 2 2 4 2 4 2 2 2 2 4 4 4 2 2 4 2 2 2 4 2 2 2 4
d1b6ra2 4 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 4 4 2 4 4 4 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 4 2 4 2 4 2 4
d1a9xa3 4 2 4 2 4 4 2 2 4 2 2 2 2 4 2 4 4 2 2 2 2 2 2 2 2 2 4 4 2 2 4 4 2 2 4 2 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 4 2
d1a9xa4 2 2 2 4 2 2 2 2 2 4 2 4 2 4 2 2 2 2 4 4 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 4 4 4 4 4 4 2 2 2 2 4
d1iow_1 4 2 2 2 4 2 4 2 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 4 2 4 2 2 2 2 4 2 4 2 2 2 2 4 2 2 4 4 2 2 4 2 2 4 2 2 2 4
d1ehia1 4 4 4 4 4 4 2 2 4 4 2 2 2 4 2 4 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 4 2 2 4 2 2 2 2 2 4 2 2 2 4 2 4 2 2 2 4
d1gsa_1 4 2 2 2 4 2 2 2 2 4 2 2 4 4 4 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 4 4 2 2 4 2 2
d2hgsa1 2 2 2 4 2 2 2 2 2 2 2 4 2 4 2 4 4 2 4 2 2 2 2 2 2 2 2 4 2 2 4 4 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 4
d1auva1 2 2 2 2 2 2 4 2 2 2 2 2 4 4 4 4 2 2 2 2 2 2 4 2 2 2 4 4 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 4 4 4 2 2 2 4
d1dhs__ 4 2 4 4 2 2 2 4 4 4 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 2 4 2 4 2 2 2 2 4 4 4
d1efva2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 4 2 2 2 4 2 2 4 4 4 2 2 4 2 4 2 2 2 4 2 2 2 4 2 4 2 2 2 4 4 4 2 4 4 2
d1poxa1 2 4 2 4 2 2 2 4 4 4 2 2 2 4 2 4 4 2 2 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 4 4 4 4 2 2 2 2 2 2 2 2 2 4 2 4 2 4 2 4
d1pvda1 2 4 2 4 2 4 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 4 4 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 4 2 2 2 4 2 2
d1zpda1 2 2 2 2 2 4 2 2 2 2 4 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 4 2 2 2 2 2 4
d1bfd_1 4 4 2 2 4 2 2 2 2 2 2 2 2 4 4 2 4 2 4 2 2 2 4 2 2 2 2 4 2 2 2 4 2 4 2 2 2 4 4 2 4 2 2 2 4 2 2 2 4 2 2 2 2 4
d1d4oa_ 2 4 2 4 2 4 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 4 2 2 2 4 2 4 2 4 4 4 4 2 2 2 4
d1fsz_1 4 4 2 2 2 4 4 2 4 2 2 2 4 4 2 4 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 4 2 2 2 4 2 2 4 2 2 2 2 2 2 4 4 2 2 2 2
d1tuba1 4 4 4 4 2 4 4 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 4 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2
d1nbaa_ 2 2 2 2 2 4 2 2 4 2 2 4 2 2 4 4 2 2 4 2 4 2 2 2 2 2 4 4 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2
d1yaca_ 2 2 4 2 2 4 2 2 4 4 2 2 2 4 2 4 2 2 2 2 2 2 4 2 2 4 2 4 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 4 2 2 2
d1deaa_ 2 2 4 2 4 2 2 4 4 4 2 2 2 4 4 4 2 4 4 2 2 2 2 4 2 2 4 4 2 2 2 2 2 4 4 2 2 2 2 4 4 2 2 2 4 4 2 4 4 2 2 2 2 4
d1pvda3 4 4 2 4 2 4 2 2 4 2 2 2 2 2 4 2 4 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 2 2 2 4 2 4 2
d1zpda2 2 2 2 4 2 4 2 2 2 4 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 4 4 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 2 4 4 2
d1zpda3 2 2 2 4 2 2 2 2 4 2 4 4 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 4 2 4 2 2 2 2 2 2 2 4 2 4 2 2 2 4
d1poxa2 4 2 4 2 2 4 4 2 4 4 4 2 2 4 4 2 2 2 4 2 2 2 4 2 4 2 2 4 2 2 4 4 2 2 2 2 2 4 2 2 2 2 2 4 4 4 2 2 4 2 2 2 2 4
d1poxa3 4 2 2 2 4 2 2 2 4 4 2 2 2 4 2 2 4 4 4 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 4 2 2 2 2 4 2
d1bfd_2 2 2 4 2 4 4 2 2 2 2 2 2 2 4 2 4 2 2 2 2 4 2 2 4 2 2 4 4 2 4 2 2 2 2 4 4 2 2 2 2 2 4 4 2 2 2 2 4 4 2 2 4 2 4
d1bfd_3 2 4 4 2 2 2 4 2 2 4 2 4 2 4 4 2 4 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 4 2 2 2 4 2 4 2 2 4 4 2 2 2 2 2
d1trka1 2 4 2 2 4 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 4 4 2 2 2 2 4 2 4 2 4 2 2 2 2 2 4 2 4 4 2 4 2 2 2 2 4 2 4 2 2 2 2
d1trka2 2 2 2 2 2 4 2 2 2 2 4 2 2 4 4 2 4 2 2 2 2 2 4 2 2 2 4 4 2 2 2 2 2 4 2 2 4 4 2 4 4 2 4 4 2 2 2 4 4 2 2 2 2 4
d1qs0a1 4 2 2 2 2 2 4 2 4 4 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 2 4 2 2 4 4 4 2 2 4 4 2 4 2 4
d1qs0b1 2 4 2 2 4 2 2 2 4 2 2 4 2 4 2 4 2 2 2 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 4 2 2 4 2 4 2 2 4 2 2 4 2 4 2 4 4 4
d1b0pa1 4 4 4 2 2 2 2 2 4 2 2 2 2 4 2 2 4 2 4 2 2 2 4 4 2 2 4 4 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 4 2 4 4 4
d1b0pa2 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 2 4 4 2 2 4 2 2 2 4 4 2 4 2 2 4 2 2 4 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 4 4
d1gky__ 4 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 4 4 1 1 2 4 2 2 2 2 3 2 2 2 2 2 2 2 4 2 1 4 2 4 4 2 4 4
d1deka_ 2 2 2 4 4 2 2 2 4 4 2 4 2 4 2 2 2 2 2 2 2 2 4 2 4 2 4 4 1 1 4 4 2 2 2 2 3 4 2 4 2 2 2 4 2 2 1 2 2 2 2 2 4 2
d1ckea_ 2 2 2 4 2 2 2 2 4 4 2 2 2 4 4 2 4 2 2 2 2 2 4 2 2 2 2 2 1 1 4 2 2 2 2 2 3 4 2 2 2 4 2 2 4 2 1 4 2 4 2 2 2 2
d1qf9a_ 4 4 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 2 4 4 2 2 4 4 1 1 2 4 2 2 2 2 3 2 2 2 2 4 2 4 4 2 1 4 2 4 2 2 4 2
d1qhia_ 2 2 2 2 2 2 2 4 4 2 4 2 2 4 2 4 4 2 2 2 2 2 2 4 2 4 2 4 1 1 4 4 2 2 2 2 3 2 2 2 2 2 2 4 2 2 1 4 2 2 2 2 2 2
d1nksa_ 4 4 2 2 4 4 2 4 2 2 2 4 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 4 2 2 2 4 2 3 2 2 2 4 2 4 2 4 2 1 4 2 2 2 2 2 2
d1zin_1 4 2 2 4 2 4 4 2 2 2 2 2 2 4 4 2 4 2 2 4 2 2 4 4 2 2 2 4 1 1 2 2 4 2 2 2 3 2 2 2 4 2 4 2 4 2 1 4 2 2 2 2 4 4
d1tmka_ 2 2 4 2 4 2 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 4 4 1 1 2 2 2 2 2 2 3 4 2 2 2 2 2 2 4 4 1 4 4 4 2 2 2 2
d4tmka_ 2 4 2 2 4 4 2 2 4 2 2 4 2 4 4 4 2 2 2 2 2 2 4 2 2 2 4 4 1 1 2 2 2 4 2 2 3 2 2 2 2 4 2 4 2 2 1 2 2 4 2 4 4 2
d1shka_ 4 2 2 4 2 2 2 4 2 2 2 2 2 4 4 2 2 2 2 2 2 2 4 2 2 2 2 4 1 1 2 4 2 4 4 2 1 2 2 2 2 2 2 4 2 2 1 2 4 2 2 4 4 4
d1qhxa_ 4 2 4 2 4 2 2 2 2 2 4 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 1 1 2 4 2 2 2 4 1 2 2 2 2 4 4 2 4 2 1 4 4 2 2 2 4 2
d1d6ja_ 2 2 2 2 2 2 2 2 2 2 4 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 4 4 1 1 2 4 2 2 4 2 1 2 2 2 2 2 2 2 2 2 1 4 2 4 2 4 2 2
d1aqua_ 2 4 2 2 2 4 2 2 2 4 2 2 2 4 4 2 2 2 2 2 2 2 4 4 2 4 4 4 1 1 4 4 2 2 2 2 1 2 2 2 2 4 2 2 2 2 1 4 2 4 4 2 2 4
d1nsta_ 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 4 2 2 2 2 4 2 4 2 2 2 2 4 1 1 4 4 2 2 4 2 1 2 2 2 2 4 4 2 2 2 1 4 2 2 2 4 2 4
d1a7j__ 2 4 4 4 2 2 2 2 2 2 4 2 2 4 2 4 2 2 2 4 2 2 2 2 2 4 4 4 1 1 2 4 2 2 2 2 1 2 2 2 2 2 2 2 4 4 1 4 2 2 2 2 2 4
d1bif_1 2 2 2 4 4 2 2 2 4 4 2 2 4 4 2 2 4 2 2 2 4 2 4 4 2 2 4 4 1 1 2 4 2 2 2 2 1 2 2 2 2 2 4 4 2 4 1 4 2 4 2 2 4 2
d1ctqa_ 2 4 2 4 2 4 2 2 4 2 2 4 2 4 2 2 2 4 2 2 2 2 4 2 2 2 4 2 1 1 2 4 2 2 4 2 1 4 2 2 4 2 2 2 4 2 3 2 2 2 2 2 4 4
d1mh1__ 4 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 4 2 2 2 2 4 2 2 2 4 4 1 1 2 4 2 2 4 2 1 2 2 2 4 4 2 2 2 2 3 2 2 2 2 4 4 2
d3raba_ 2 2 4 2 2 2 2 2 4 4 2 2 2 4 4 4 2 2 2 2 4 2 4 4 2 2 2 4 1 1 4 2 2 2 2 2 1 2 2 2 2 4 2 2 2 2 3 4 2 4 2 4 2 2
d1byua_ 2 2 2 2 2 4 2 2 2 4 2 2 4 4 4 2 2 2 2 2 2 2 4 2 4 2 2 2 1 1 2 4 2 4 2 2 1 2 2 2 4 2 2 2 4 2 3 2 2 2 4 2 2 2
d1e0sa_ 4 2 2 4 2 4 2 2 2 2 2 2 2 4 2 2 2 2 2 4 2 2 4 2 2 2 4 4 1 1 2 2 2 4 2 2 1 2 2 2 4 2 2 4 2 2 3 4 4 4 2 4 2 2
d1ek0a_ 2 2 2 4 2 2 2 4 2 4 2 2 2 4 2 2 2 2 2 2 2 2 4 4 2 2 4 4 1 1 4 2 2 2 2 2 1 4 2 4 4 4 4 4 4 2 3 2 4 2 2 4 4 4
d1cipa2 2 2 2 2 4 2 4 2 2 2 2 2 2 4 2 4 2 4 2 2 2 4 2 2 2 2 2 4 1 1 2 2 2 2 2 2 1 2 2 2 2 2 4 2 2 2 3 4 2 4 2 2 4 2
d1exma3 4 4 2 2 2 2 2 2 4 4 2 2 2 4 2 2 4 2 2 2 2 2 2 2 2 2 2 4 1 1 2 4 2 2 2 2 1 2 2 2 2 2 2 2 4 2 3 4 4 4 2 4 2 4
d1dar_2 4 4 2 2 4 2 2 2 4 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 2 4 4 4 1 1 2 4 2 2 4 2 1 2 2 2 4 2 2 4 2 4 3 2 2 2 2 4 4 2
d1egaa1 4 2 2 2 2 4 2 2 2 2 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 4 1 1 2 4 2 2 2 2 1 2 2 2 4 2 2 2 4 4 3 4 4 2 2 4 2 2
d1dg3a2 4 4 2 2 2 4 2 2 4 2 4 2 2 4 2 2 4 2 2 2 2 2 4 4 4 2 4 4 1 1 2 2 2 2 2 2 1 4 2 2 2 2 2 2 2 2 3 4 2 2 2 4 2 4
d1b7ta2 2 2 2 2 2 2 2 2 2 4 2 4 2 4 2 2 2 2 4 2 2 2 4 2 2 2 4 4 1 1 2 2 2 2 2 2 1 4 2 2 2 2 2 2 4 2 1 4 2 2 4 2 2 4
d1lvk_2 2 4 2 2 2 4 2 4 4 4 2 2 2 4 2 4 2 2 2 2 2 2 2 2 2 2 4 4 1 1 2 2 2 4 4 4 1 2 2 2 2 2 2 2 4 2 1 4 2 2 2 2 2 2
d1bg2__ 2 2 4 4 4 2 4 2 4 4 4 2 2 4 4 4 2 4 2 2 2 2 4 2 4 2 2 4 1 1 2 2 4 2 2 2 1 2 2 2 2 4 2 4 4 2 1 4 2 2 2 4 4 4
d1byi__ 4 2 2 2 2 2 4 4 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 1 1 2 2 2 2 2 2 1 2 2 4 2 2 2 2 4 2 1 4 2 4 2 2 2 4
d1qf5a_ 2 2 2 4 2 2 2 4 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 4 1 1 2 4 2 2 4 4 1 2 2 4 4 2 4 4 2 2 1 2 4 2 2 2 2 2
d1cp2a_ 2 4 2 2 2 2 4 2 2 4 2 2 2 2 4 2 2 2 2 2 2 2 4 2 2 2 4 4 1 1 2 2 2 2 4 2 1 2 2 2 4 2 2 4 4 4 1 4 2 4 2 2 4 4
d1ffh_2 2 2 2 4 4 2 4 2 4 2 4 4 2 4 2 2 2 2 2 2 2 2 4 2 4 2 4 4 1 1 2 2 2 2 2 4 1 2 2 2 2 4 2 4 4 2 1 4 4 4 2 2 4 4
d2reb_1 2 2 4 2 2 4 2 2 4 2 2 4 2 4 2 4 2 2 2 2 2 2 4 2 2 4 2 4 3 1 2 2 2 2 2 2 1 2 2 2 4 2 2 2 2 2 1 2 2 2 2 2 4 2
d1cr1a_ 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 4 2 2 2 2 4 2 2 4 4 3 1 4 2 2 2 2 2 1 2 2 2 2 4 2 2 4 2 1 2 2 2 2 4 2 2
d1bmfa3 4 4 2 2 2 4 2 2 2 4 2 2 4 4 2 2 2 2 2 2 2 2 4 2 2 2 4 4 3 1 2 2 2 2 2 2 1 2 2 4 2 2 2 4 2 2 1 4 4 2 4 2 4 4
d1bmfd3 2 2 2 2 2 2 4 2 4 4 2 2 4 4 2 2 4 2 4 2 2 2 4 2 2 2 2 4 3 1 2 2 4 4 4 2 1 2 2 2 4 4 2 2 4 2 1 4 4 2 2 2 2 4
d1cbua_ 2 2 2 2 2 2 2 2 4 4 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 3 1 2 4 2 2 2 4 1 2 2 2 2 2 4 2 2 2 1 4 2 2 2 4 4 2
d1b0ua_ 2 4 4 2 2 2 4 2 2 2 4 2 2 4 2 2 2 2 2 2 2 4 4 2 2 4 2 4 1 1 2 4 2 2 2 2 1 4 2 2 4 4 2 4 2 2 1 2 2 4 2 2 4 4
d1qhla_ 2 2 2 2 2 2 2 2 4 2 2 2 4 2 2 2 2 2 2 4 2 2 2 4 2 2 2 4 1 1 2 2 2 2 2 4 1 2 2 4 2 2 2 4 4 2 1 4 2 2 2 4 2 4
d1pjr_1 4 4 2 4 4 2 2 4 2 4 2 2 2 4 2 2 2 2 2 2 4 2 2 4 2 2 2 4 1 3 2 4 4 4 4 2 1 2 2 2 2 4 4 4 2 2 1 4 4 2 4 4 2 2
d1pjr_2 4 4 2 4 2 2 2 4 2 2 2 4 2 4 2 2 2 2 2 2 2 2 4 2 2 2 2 4 1 3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 4 2 1 2 4 2 2 2 4 2
d1qdea_ 2 2 2 4 4 2 2 2 2 2 2 2 2 4 2 2 4 2 2 2 2 2 4 2 2 2 2 4 1 3 4 2 4 2 4 2 1 2 2 2 2 2 2 2 2 2 1 4 2 4 4 2 2 4
d1d2ma1 2 4 2 2 2 2 2 2 2 4 4 2 2 4 2 4 2 2 4 4 2 2 4 2 2 2 4 4 1 3 2 4 2 2 2 4 1 2 2 4 2 2 2 2 2 2 1 4 4 4 2 4 2 4
d1d2ma2 2 2 2 4 4 4 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 4 1 3 2 2 2 2 2 4 1 2 2 2 2 2 2 2 2 2 1 4 2 2 4 2 2 2
d1a5t_2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 2 2 4 2 4 2 2 2 4 4 1 3 2 4 2 2 4 4 1 4 2 2 2 4 2 4 2 2 1 4 2 2 2 2 4 4
d1d2na_ 2 2 4 2 2 2 4 2 2 4 4 2 2 4 2 2 2 2 2 2 2 2 4 2 2 2 4 2 1 3 2 4 2 4 2 4 1 2 2 2 2 4 2 2 4 2 1 4 4 2 2 2 2 2
